Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,Yes,Yes,Male,No,18,No,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout
Single,3rd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Male,Yes,21,No,0,6,8,4,10.5,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,Yes,Yes,Male,Yes,19,No,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,Yes,22,No,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Male,No,33,No,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,20,No,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,No,Yes,Male,No,35,No,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Higher education—master’s degree,Portuguese,Higher Education—degree,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities,0,0,Yes,Yes,Male,No,24,No,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Male,No,18,No,0,5,6,5,12,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Female,No,33,No,0,6,7,6,11,0,0,6,11,5,11,0,9.4,-0.8,-3.12,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,22,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Female,Yes,25,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,Student,1,0,No,Yes,Male,No,20,No,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,23,No,0,5,6,4,14,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Change in course,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,Yes,Yes,Male,No,18,No,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions,0,0,No,Yes,Male,No,24,No,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,No,Female,No,21,Yes,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
Single,International student (bachelor),1,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Female,No,26,Yes,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Basic Education,Daytime,11th year of schooling—not completed,Portuguese,General Course of Administration and Commerce,Unknown,Student,Student,0,0,No,Yes,Female,No,39,No,0,6,12,3,12.66666667,0,0,6,14,0,0,1,7.6,2.6,0.32,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,Santomean,Supplementary Accounting and Administration,Higher Education—degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,1,0,No,Yes,Male,No,19,Yes,0,5,9,5,14,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,18,No,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—bachelor’s degree,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",1,0,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,1,0,No,Yes,Female,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,36,No,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
Divorced,Over 23 years old,1,Agronomy,Daytime,Other—11th year of schooling,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Female,No,43,No,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate
Single,3rd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
Single,Change in institution/course,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,0,0,Yes,Yes,Female,No,20,No,4,10,12,10,13,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—master’s degree,Administrative staff,Intermediate Level Technicians and Professions,1,0,No,Yes,Female,No,20,No,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,1,0,No,Yes,Female,No,20,No,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,18,No,0,6,8,6,13.85714286,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,18,No,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,Enrolled
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,18,No,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate
Single,2nd phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,18,No,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout
Single,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Female,No,20,No,0,7,11,6,11.61666667,0,0,7,7,7,13,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,Yes,20,No,0,6,13,2,10,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,No,Yes,Female,No,20,No,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,2,Veterinary Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Female,No,18,No,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Higher Education—bachelor’s degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,No,21,No,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Unskilled Workers,0,0,No,Yes,Female,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,19,No,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
